# TestSim (Up to date)
# 754 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
64.185,431.35,-10.753,34.574,11.254,34.58,125.32,0.14169,125.32,0.06478,2.0811,0.6737,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.033229,1181820,0,134.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014721,NaN,NaN,NaN,NaN,2.2426,12.195,962.64,338.69,0.014459,0.2287
64.202,431.18,-10.253,30.72,10.754,30.725,125.29,0.14169,125.29,0.064797,2.0905,0.57864,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.031753,1129319,0,123.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014098,NaN,NaN,NaN,NaN,2.235,12.196,962.66,338.69,0.016273,0.22877
64.22,431,-9.7534,27.041,10.254,27.045,125.25,0.14169,125.25,0.064816,2.0995,0.48921,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.030276,1076818,0,112.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013477,NaN,NaN,NaN,NaN,2.227,12.197,962.68,338.69,0.018488,0.22884
64.241,430.79,-9.2535,23.537,9.7542,23.541,125.2,0.14168,125.2,0.064838,2.1085,0.4203,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.0288,1024322,0,101.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012858,NaN,NaN,NaN,NaN,2.2229,12.199,962.7,338.69,0.02124,0.22891
64.266,430.57,-8.7536,20.208,9.2541,20.212,125.15,0.14168,125.15,0.064864,2.1172,0.35438,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.027323,971826,0,91.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001224,NaN,NaN,NaN,NaN,2.2181,12.2,962.73,338.69,0.024738,0.22898
64.295,430.32,-8.2536,17.055,8.7541,17.058,125.09,0.14168,125.09,0.064894,2.1261,0.30239,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.025847,919334,0,81.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011625,NaN,NaN,NaN,NaN,2.2162,12.201,962.75,338.69,0.029312,0.22905
64.331,430.04,-7.7537,14.077,8.2541,14.079,125.01,0.14167,125.01,0.064932,2.1353,0.25939,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.024371,866844,0,72.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011013,NaN,NaN,NaN,NaN,2.2162,12.203,962.78,338.69,0.035514,0.22913
64.375,429.7,-7.2538,11.273,7.7541,11.275,124.92,0.14167,124.92,0.064979,2.1442,0.20093,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.022894,814347,0,64.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010404,NaN,NaN,NaN,NaN,2.2096,12.205,962.81,338.69,0.044345,0.22925
64.433,429.3,-6.7539,8.6452,7.2541,8.6467,124.79,0.14166,124.79,0.065041,2.1536,0.16233,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.021418,761858,0,56.064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7997e-4,NaN,NaN,NaN,NaN,2.2085,12.207,962.85,338.7,0.057825,0.22932
64.514,428.77,-6.2542,6.1932,6.7545,6.1968,124.62,0.14166,124.62,0.065129,2.1709,0.21403,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.019943,709412,0,48.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2e-4,NaN,NaN,NaN,NaN,2.2444,12.21,962.9,338.7,0.080686,0.2294
64.641,428.01,-5.7544,3.9153,6.2544,3.9167,124.34,0.14165,124.34,0.065269,2.1576,0.10376,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.018466,656912,0,41.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6107e-4,NaN,NaN,NaN,NaN,2.1239,12.213,962.96,338.7,0.12766,0.22947
64.916,426.5,-5.2564,1.8139,5.7549,1.8213,123.76,0.14162,123.76,0.065567,2.1124,0.16457,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.016991,604494,0,35.292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0114e-4,NaN,NaN,NaN,NaN,2.0764,12.218,963.05,338.7,0.27453,0.22954
65.416,423.86,-5.3094,-0.10588,5.2571,0.18835,122.68,0.14158,122.68,0.066124,2.1903,0.15578,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015521,552268,0,29.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4016e-4,NaN,NaN,NaN,NaN,2.1974,12.228,963.23,338.71,0.5,0.22961
65.916,421.21,-5.2589,0.10096,5.3145,0.44561,121.64,0.14154,121.64,0.066671,1.9733,0.43402,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.01569,558412,0,30.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5109e-4,NaN,NaN,NaN,NaN,1.9577,12.245,963.54,338.72,0.5,0.22969
66.416,418.57,-5.3053,-0.092915,5.2589,0.105,120.66,0.1415,120.66,0.067194,1.9489,0.0489,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015525,552698,0,29.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3224e-4,NaN,NaN,NaN,NaN,1.9472,12.262,963.85,338.73,0.5,0.22976
66.916,415.93,-5.2584,0.09392,5.3119,0.5016,119.62,0.14147,119.62,0.067758,2.1952,0.49273,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015681,558387,0,30.096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3633e-4,NaN,NaN,NaN,NaN,2.2137,12.279,964.16,338.74,0.5,0.22984
67.416,413.29,-5.3027,-0.088661,5.259,0.17425,118.55,0.14143,118.55,0.068356,2.1202,0.15001,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015525,552940,0,29.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.455e-4,NaN,NaN,NaN,NaN,2.1143,12.296,964.47,338.75,0.5,0.22991
67.916,410.65,-5.262,0.081358,5.3051,0.30514,117.52,0.14139,117.52,0.068931,1.9732,0.29409,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.01566,557900,0,30.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4603e-4,NaN,NaN,NaN,NaN,1.9626,12.314,964.78,338.76,0.5,0.22998
68.416,408.01,-5.2966,-0.069062,5.2632,0.21943,116.51,0.14135,116.51,0.069511,2.0773,0.20828,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015536,553622,0,29.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.326e-4,NaN,NaN,NaN,NaN,2.0863,12.331,965.09,338.77,0.5,0.23007
68.916,405.37,-5.2654,0.062309,5.2982,0.25417,115.5,0.14131,115.5,0.070099,1.9541,0.24641,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015639,557418,0,29.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4274e-4,NaN,NaN,NaN,NaN,1.9452,12.348,965.4,338.78,0.5,0.23015
69.416,402.73,-5.291,-0.051239,5.2668,0.22744,114.5,0.14127,114.5,0.070695,2.0649,0.2216,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015546,554230,0,29.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3192e-4,NaN,NaN,NaN,NaN,2.0743,12.365,965.71,338.79,0.5,0.23023
69.916,400.09,-5.2601,0.061774,5.3007,0.59887,113.39,0.14124,113.39,0.071366,2.3628,0.59567,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015645,557919,0,30.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4135e-4,NaN,NaN,NaN,NaN,2.3852,12.382,966.02,338.8,0.5,0.2303
70.416,397.46,-5.2885,-0.056735,5.2663,0.47589,112.27,0.14119,112.27,0.072059,2.1265,0.47249,28.61,-80.599,9.7909,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015543,554417,0,29.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5651e-4,NaN,NaN,NaN,NaN,2.1078,12.399,966.33,338.81,0.5,0.23038
70.916,394.82,-5.2674,0.042154,5.2899,0.23239,111.23,0.14115,111.23,0.072707,2.0122,0.22854,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015613,557021,0,29.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4475e-4,NaN,NaN,NaN,NaN,2.004,12.417,966.64,338.82,0.5,0.23045
71.416,392.18,-5.2801,-0.025308,5.2733,0.46236,110.28,0.14111,110.28,0.073312,1.7814,0.46167,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015563,555387,0,29.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3549e-4,NaN,NaN,NaN,NaN,1.7636,12.434,966.94,338.83,0.5,0.23058
71.916,389.54,-5.2719,0.016392,5.2818,0.24775,109.36,0.14108,109.36,0.073911,1.905,0.2472,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015588,556398,0,29.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2423e-4,NaN,NaN,NaN,NaN,1.9149,12.451,967.25,338.84,0.5,0.23065
72.416,386.9,-5.2791,-0.014439,5.272,0.058105,108.4,0.14104,108.4,0.074547,1.9331,0.056282,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015558,555484,0,29.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2992e-4,NaN,NaN,NaN,NaN,1.9357,12.468,967.56,338.85,0.5,0.23073
72.916,384.27,-5.2705,0.017247,5.2805,0.2236,107.46,0.14101,107.46,0.075179,1.8217,0.22293,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015583,556496,0,29.833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3235e-4,NaN,NaN,NaN,NaN,1.8135,12.485,967.87,338.86,0.5,0.23081
73.416,381.63,-5.2765,-0.012027,5.272,0.23241,106.58,0.14097,106.58,0.075782,1.7056,0.2321,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015557,555718,0,29.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2522e-4,NaN,NaN,NaN,NaN,1.697,12.502,968.18,338.88,0.5,0.23088
73.916,378.99,-5.2647,0.02359,5.2838,0.51544,105.67,0.14094,105.67,0.076422,1.9631,0.5149,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015592,557081,0,29.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1991e-4,NaN,NaN,NaN,NaN,1.9828,12.519,968.49,338.89,0.5,0.23097
74.416,376.36,-5.2792,-0.028941,5.2659,0.20992,104.71,0.1409,104.71,0.0771,1.8591,0.20791,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015538,555313,0,29.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3234e-4,NaN,NaN,NaN,NaN,1.8513,12.537,968.8,338.9,0.5,0.23104
74.916,373.72,-5.2585,0.041281,5.2879,0.56552,103.71,0.14087,103.71,0.077824,2.1411,0.56401,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015603,557749,0,29.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2827e-4,NaN,NaN,NaN,NaN,2.1623,12.554,969.11,338.91,0.5,0.23113
75.416,371.09,-5.2695,-0.021841,5.2732,0.73032,102.73,0.14083,102.73,0.078545,1.7761,0.72999,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015559,556316,0,29.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4216e-4,NaN,NaN,NaN,NaN,1.7485,12.571,969.42,338.92,0.5,0.2312
75.916,368.46,-5.2599,0.019163,5.283,0.70321,101.75,0.14079,101.75,0.079277,2.1276,0.70295,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015587,557470,0,29.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2269e-4,NaN,NaN,NaN,NaN,2.1541,12.588,969.73,338.93,0.5,0.23128
76.416,365.83,-5.2787,-0.037756,5.2605,0.15899,100.71,0.14076,100.71,0.080079,2.0504,0.15444,28.61,-80.599,9.791,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015521,555216,0,29.662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4149e-4,NaN,NaN,NaN,NaN,2.0447,12.605,970.04,338.94,0.5,0.23137
76.916,363.19,-5.2594,0.038619,5.2814,0.31345,99.646,0.14072,99.646,0.080911,2.2059,0.31106,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015582,557538,0,29.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3906e-4,NaN,NaN,NaN,NaN,2.2178,12.622,970.34,338.95,0.5,0.23143
77.416,360.56,-5.2652,-0.011525,5.2724,0.68591,98.458,0.14068,98.458,0.081865,2.5488,0.68582,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015555,556703,0,29.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4629e-4,NaN,NaN,NaN,NaN,2.5751,12.639,970.65,338.96,0.5,0.2315
77.916,357.93,-5.2597,0.011001,5.2774,0.66732,97.267,0.14063,97.267,0.082841,2.2152,0.66722,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015569,557346,0,29.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6982e-4,NaN,NaN,NaN,NaN,2.1908,12.656,970.96,338.97,0.5,0.23157
78.416,355.3,-5.2648,-0.01027,5.2701,0.61562,96.236,0.14059,96.236,0.083702,1.9075,0.61553,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015547,556694,0,29.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4691e-4,NaN,NaN,NaN,NaN,1.8846,12.673,971.27,338.98,0.5,0.23165
78.916,352.66,-5.266,-0.002397,5.2679,0.33192,95.324,0.14055,95.324,0.084479,1.7415,0.33191,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.01554,556575,0,29.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2922e-4,NaN,NaN,NaN,NaN,1.7293,12.691,971.58,338.99,0.5,0.23172
79.416,350.03,-5.2649,0.002295,5.2678,0.25525,94.421,0.14051,94.421,0.085266,1.8691,0.25524,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015539,556691,0,29.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2048e-4,NaN,NaN,NaN,NaN,1.8791,12.708,971.89,339,0.5,0.2318
79.916,347.4,-5.2604,0.0089025,5.2712,0.47839,93.427,0.14048,93.427,0.086153,2.1083,0.4783,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015549,557161,0,29.836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2712e-4,NaN,NaN,NaN,NaN,2.1264,12.725,972.2,339.01,0.5,0.23188
80.416,344.77,-5.2675,-0.014109,5.2619,0.22994,92.401,0.14044,92.401,0.087086,1.9935,0.22951,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015521,556295,0,29.738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4038e-4,NaN,NaN,NaN,NaN,1.9851,12.742,972.51,339.02,0.5,0.23195
80.916,342.14,-5.2591,0.016707,5.27,0.30677,91.443,0.14041,91.443,0.087975,1.8404,0.30631,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015544,557276,0,29.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3442e-4,NaN,NaN,NaN,NaN,1.8294,12.759,972.81,339.03,0.5,0.23202
81.416,339.51,-5.2569,0.0045481,5.2705,0.64453,90.442,0.14037,90.442,0.088925,2.1626,0.64452,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015545,557444,0,29.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2487e-4,NaN,NaN,NaN,NaN,2.1868,12.776,973.12,339.04,0.5,0.23209
81.916,336.88,-5.2679,-0.022105,5.2571,0.095334,89.372,0.14033,89.372,0.089966,2.1163,0.092736,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015505,556140,0,29.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4329e-4,NaN,NaN,NaN,NaN,2.1131,12.793,973.43,339.05,0.5,0.23217
82.416,334.25,-5.2571,0.021678,5.2682,0.11041,88.328,0.14029,88.328,0.091004,2.0621,0.10826,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015538,557435,0,29.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4173e-4,NaN,NaN,NaN,NaN,2.0585,12.81,973.74,339.06,0.5,0.23224
82.916,331.61,-5.2654,-0.016732,5.2571,0.025672,87.299,0.14025,87.299,0.09205,2.0524,0.01947,28.61,-80.599,9.7911,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015504,556372,0,29.722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3722e-4,NaN,NaN,NaN,NaN,2.052,12.827,974.05,339.07,0.5,0.23231
83.416,328.99,-5.2534,0.024109,5.2693,0.37666,86.226,0.14021,86.226,0.09317,2.2403,0.37589,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.01554,557783,0,29.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3762e-4,NaN,NaN,NaN,NaN,2.2544,12.845,974.36,339.08,0.5,0.23238
83.916,326.36,-5.2605,-0.014163,5.2595,0.47086,85.164,0.14017,85.165,0.094304,2.005,0.47065,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.01551,556856,0,29.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4777e-4,NaN,NaN,NaN,NaN,1.9878,12.862,974.67,339.09,0.5,0.23245
84.416,323.73,-5.2578,0.0053663,5.2615,0.19809,84.187,0.14013,84.187,0.095372,1.906,0.19802,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015516,557193,0,29.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3426e-4,NaN,NaN,NaN,NaN,1.899,12.879,974.97,339.1,0.5,0.23253
84.916,321.1,-5.2593,-0.0029429,5.2584,0.15118,83.215,0.1401,83.215,0.096461,1.9816,0.15115,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015506,556979,0,29.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2831e-4,NaN,NaN,NaN,NaN,1.9876,12.896,975.28,339.11,0.5,0.2326
85.416,318.47,-5.2558,0.0069189,5.2609,0.24521,82.255,0.14006,82.255,0.097561,1.859,0.24512,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015513,557358,0,29.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3276e-4,NaN,NaN,NaN,NaN,1.8504,12.913,975.59,339.12,0.5,0.23267
85.916,315.84,-5.2586,-0.0055529,5.2563,0.13754,81.308,0.14002,81.308,0.098672,1.9277,0.13742,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015499,556990,0,29.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2549e-4,NaN,NaN,NaN,NaN,1.9332,12.93,975.9,339.13,0.5,0.23274
86.416,313.21,-5.2477,0.021776,5.2669,0.55112,80.275,0.13999,80.275,0.099916,2.2031,0.55069,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.01553,558224,0,29.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2962e-4,NaN,NaN,NaN,NaN,2.2232,12.947,976.21,339.14,0.5,0.23282
86.916,310.59,-5.2561,-0.016921,5.2556,0.53872,79.241,0.13995,79.241,0.10119,1.9338,0.53846,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015496,557148,0,29.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4475e-4,NaN,NaN,NaN,NaN,1.9143,12.964,976.52,339.16,0.5,0.23289
87.416,307.96,-5.255,0.0022896,5.2562,0.019013,78.277,0.13991,78.277,0.10241,1.9244,0.018874,28.61,-80.599,9.7912,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.015497,557321,0,29.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2967e-4,NaN,NaN,NaN,NaN,1.9241,12.981,976.82,339.17,0.5,0.23296
